Makespan mínimo: 977.0
9, 1
22, 1
37, 1
59, 1
67, 1
73, 1
82, 1
83, 1
96, 1
115, 1
120, 1
136, 1
172, 1
184, 1
214, 1
216, 1
221, 1
230, 1
245, 1
248, 1
269, 1
276, 1
316, 1
337, 1
341, 1
342, 1
345, 1
346, 1
348, 1
349, 1
351, 1
358, 1
370, 1
376, 1
377, 1
381, 1
383, 1
406, 1
441, 1
467, 1
471, 1
473, 1
484, 1
529, 1
542, 1
545, 1
557, 1
558, 1
561, 1
584, 1
585, 1
591, 1
600, 1
602, 1
614, 1
659, 1
661, 1
680, 1
684, 1
685, 1
691, 1
695, 1
707, 1
728, 1
731, 1
739, 1
743, 1
753, 1
768, 1
773, 1
774, 1
846, 1
859, 1
861, 1
905, 1
908, 1
910, 1
912, 1
933, 1
937, 1
939, 1
948, 1
959, 1
977, 1
978, 1
985, 1
989, 1
990, 1
4, 2
34, 2
43, 2
46, 2
52, 2
65, 2
70, 2
80, 2
97, 2
123, 2
125, 2
129, 2
131, 2
134, 2
151, 2
155, 2
166, 2
186, 2
203, 2
204, 2
206, 2
209, 2
223, 2
233, 2
289, 2
290, 2
293, 2
300, 2
302, 2
308, 2
311, 2
317, 2
330, 2
334, 2
335, 2
353, 2
375, 2
378, 2
379, 2
384, 2
421, 2
422, 2
499, 2
508, 2
513, 2
541, 2
553, 2
565, 2
567, 2
575, 2
605, 2
624, 2
632, 2
633, 2
652, 2
653, 2
671, 2
676, 2
682, 2
687, 2
697, 2
703, 2
714, 2
722, 2
742, 2
745, 2
754, 2
755, 2
766, 2
786, 2
792, 2
794, 2
795, 2
802, 2
803, 2
812, 2
815, 2
822, 2
826, 2
834, 2
842, 2
848, 2
852, 2
879, 2
880, 2
881, 2
897, 2
898, 2
920, 2
921, 2
926, 2
938, 2
947, 2
951, 2
952, 2
953, 2
957, 2
965, 2
975, 2
986, 2
991, 2
994, 2
3, 3
10, 3
17, 3
19, 3
20, 3
23, 3
24, 3
32, 3
33, 3
35, 3
42, 3
63, 3
68, 3
75, 3
81, 3
105, 3
111, 3
118, 3
122, 3
135, 3
140, 3
176, 3
194, 3
205, 3
211, 3
222, 3
228, 3
231, 3
237, 3
253, 3
301, 3
324, 3
325, 3
328, 3
338, 3
354, 3
364, 3
368, 3
374, 3
387, 3
390, 3
398, 3
401, 3
415, 3
424, 3
426, 3
457, 3
459, 3
462, 3
463, 3
465, 3
472, 3
487, 3
495, 3
516, 3
518, 3
519, 3
520, 3
533, 3
535, 3
537, 3
562, 3
569, 3
580, 3
582, 3
588, 3
589, 3
592, 3
593, 3
594, 3
623, 3
626, 3
629, 3
635, 3
664, 3
686, 3
689, 3
726, 3
733, 3
734, 3
735, 3
752, 3
757, 3
758, 3
761, 3
762, 3
763, 3
770, 3
772, 3
776, 3
799, 3
817, 3
825, 3
833, 3
858, 3
864, 3
871, 3
896, 3
903, 3
913, 3
930, 3
931, 3
2, 4
7, 4
21, 4
29, 4
40, 4
41, 4
49, 4
58, 4
76, 4
77, 4
94, 4
95, 4
104, 4
106, 4
112, 4
114, 4
116, 4
124, 4
127, 4
138, 4
153, 4
167, 4
168, 4
173, 4
181, 4
189, 4
193, 4
196, 4
197, 4
201, 4
212, 4
224, 4
234, 4
257, 4
272, 4
275, 4
279, 4
282, 4
304, 4
319, 4
322, 4
369, 4
394, 4
395, 4
402, 4
403, 4
405, 4
407, 4
411, 4
432, 4
475, 4
480, 4
501, 4
502, 4
514, 4
517, 4
522, 4
523, 4
531, 4
536, 4
544, 4
552, 4
578, 4
604, 4
608, 4
612, 4
615, 4
625, 4
631, 4
640, 4
660, 4
674, 4
701, 4
713, 4
715, 4
721, 4
746, 4
775, 4
780, 4
782, 4
790, 4
808, 4
836, 4
854, 4
855, 4
860, 4
867, 4
870, 4
882, 4
883, 4
888, 4
893, 4
895, 4
914, 4
940, 4
943, 4
944, 4
950, 4
980, 4
993, 4
15, 5
25, 5
27, 5
30, 5
31, 5
47, 5
54, 5
56, 5
71, 5
90, 5
100, 5
128, 5
133, 5
154, 5
188, 5
190, 5
191, 5
199, 5
207, 5
217, 5
238, 5
239, 5
242, 5
250, 5
252, 5
261, 5
265, 5
266, 5
277, 5
284, 5
288, 5
291, 5
305, 5
320, 5
331, 5
332, 5
339, 5
340, 5
355, 5
359, 5
393, 5
399, 5
420, 5
430, 5
440, 5
442, 5
445, 5
455, 5
456, 5
477, 5
478, 5
483, 5
485, 5
490, 5
491, 5
493, 5
497, 5
509, 5
524, 5
527, 5
540, 5
547, 5
554, 5
555, 5
564, 5
577, 5
583, 5
596, 5
597, 5
598, 5
601, 5
618, 5
628, 5
630, 5
634, 5
638, 5
642, 5
643, 5
647, 5
679, 5
704, 5
705, 5
716, 5
732, 5
764, 5
769, 5
777, 5
796, 5
798, 5
810, 5
816, 5
827, 5
829, 5
839, 5
847, 5
865, 5
866, 5
878, 5
892, 5
894, 5
909, 5
915, 5
923, 5
949, 5
961, 5
963, 5
967, 5
974, 5
14, 6
53, 6
60, 6
61, 6
62, 6
64, 6
66, 6
84, 6
85, 6
86, 6
87, 6
88, 6
113, 6
139, 6
141, 6
143, 6
146, 6
150, 6
156, 6
159, 6
177, 6
198, 6
200, 6
208, 6
210, 6
218, 6
229, 6
236, 6
251, 6
263, 6
274, 6
280, 6
306, 6
321, 6
327, 6
344, 6
366, 6
385, 6
386, 6
410, 6
416, 6
435, 6
438, 6
449, 6
464, 6
470, 6
486, 6
503, 6
525, 6
526, 6
528, 6
532, 6
534, 6
560, 6
581, 6
587, 6
590, 6
595, 6
610, 6
613, 6
617, 6
620, 6
656, 6
667, 6
678, 6
690, 6
694, 6
699, 6
706, 6
711, 6
720, 6
725, 6
736, 6
748, 6
759, 6
760, 6
767, 6
771, 6
781, 6
797, 6
824, 6
831, 6
832, 6
835, 6
841, 6
850, 6
851, 6
916, 6
918, 6
935, 6
945, 6
954, 6
955, 6
960, 6
970, 6
972, 6
976, 6
979, 6
988, 6
998, 6
1000, 6
18, 7
44, 7
45, 7
50, 7
72, 7
74, 7
79, 7
109, 7
130, 7
132, 7
144, 7
145, 7
158, 7
162, 7
163, 7
170, 7
175, 7
187, 7
195, 7
202, 7
213, 7
219, 7
220, 7
247, 7
260, 7
262, 7
267, 7
271, 7
278, 7
281, 7
283, 7
287, 7
297, 7
298, 7
299, 7
323, 7
329, 7
336, 7
350, 7
362, 7
363, 7
380, 7
388, 7
396, 7
413, 7
425, 7
428, 7
443, 7
446, 7
447, 7
453, 7
458, 7
461, 7
476, 7
488, 7
504, 7
505, 7
515, 7
521, 7
530, 7
546, 7
559, 7
568, 7
573, 7
599, 7
606, 7
616, 7
619, 7
639, 7
645, 7
648, 7
649, 7
663, 7
665, 7
668, 7
688, 7
696, 7
698, 7
710, 7
727, 7
737, 7
741, 7
751, 7
756, 7
779, 7
783, 7
787, 7
793, 7
818, 7
830, 7
840, 7
873, 7
877, 7
884, 7
885, 7
889, 7
901, 7
929, 7
966, 7
968, 7
969, 7
983, 7
1, 8
11, 8
12, 8
13, 8
36, 8
69, 8
103, 8
107, 8
108, 8
110, 8
126, 8
161, 8
164, 8
174, 8
178, 8
183, 8
185, 8
225, 8
226, 8
227, 8
240, 8
241, 8
246, 8
249, 8
254, 8
256, 8
258, 8
259, 8
264, 8
268, 8
270, 8
294, 8
303, 8
307, 8
312, 8
313, 8
326, 8
356, 8
360, 8
389, 8
391, 8
404, 8
412, 8
414, 8
418, 8
436, 8
439, 8
450, 8
454, 8
460, 8
468, 8
489, 8
506, 8
511, 8
551, 8
556, 8
563, 8
586, 8
636, 8
637, 8
651, 8
657, 8
662, 8
673, 8
700, 8
712, 8
729, 8
738, 8
740, 8
749, 8
750, 8
784, 8
785, 8
788, 8
789, 8
813, 8
814, 8
821, 8
837, 8
843, 8
845, 8
862, 8
874, 8
876, 8
887, 8
890, 8
891, 8
904, 8
911, 8
924, 8
932, 8
934, 8
936, 8
942, 8
956, 8
962, 8
981, 8
987, 8
999, 8
8, 9
16, 9
39, 9
48, 9
51, 9
89, 9
91, 9
93, 9
102, 9
119, 9
137, 9
142, 9
147, 9
149, 9
152, 9
160, 9
165, 9
169, 9
171, 9
182, 9
232, 9
235, 9
285, 9
286, 9
292, 9
296, 9
309, 9
310, 9
314, 9
333, 9
343, 9
357, 9
361, 9
365, 9
371, 9
372, 9
373, 9
417, 9
423, 9
427, 9
429, 9
431, 9
434, 9
437, 9
451, 9
469, 9
474, 9
479, 9
481, 9
482, 9
492, 9
498, 9
500, 9
507, 9
510, 9
