Makespan mínimo: 977.0
512, 9
538, 9
539, 9
548, 9
550, 9
570, 9
571, 9
574, 9
579, 9
609, 9
621, 9
622, 9
627, 9
641, 9
654, 9
658, 9
666, 9
670, 9
672, 9
675, 9
677, 9
692, 9
693, 9
708, 9
717, 9
718, 9
719, 9
744, 9
765, 9
778, 9
800, 9
801, 9
804, 9
805, 9
806, 9
807, 9
809, 9
823, 9
849, 9
856, 9
857, 9
868, 9
902, 9
925, 9
928, 9
946, 9
958, 9
964, 9
971, 9
982, 9
992, 9
5, 10
6, 10
26, 10
28, 10
38, 10
55, 10
57, 10
78, 10
92, 10
98, 10
99, 10
101, 10
117, 10
121, 10
148, 10
157, 10
179, 10
180, 10
192, 10
215, 10
243, 10
244, 10
255, 10
273, 10
295, 10
315, 10
318, 10
347, 10
352, 10
367, 10
382, 10
392, 10
397, 10
400, 10
408, 10
409, 10
419, 10
433, 10
444, 10
448, 10
452, 10
466, 10
494, 10
496, 10
543, 10
549, 10
566, 10
572, 10
576, 10
603, 10
607, 10
611, 10
644, 10
646, 10
650, 10
655, 10
669, 10
681, 10
683, 10
702, 10
709, 10
723, 10
724, 10
730, 10
747, 10
791, 10
811, 10
819, 10
820, 10
828, 10
838, 10
844, 10
853, 10
863, 10
869, 10
872, 10
875, 10
886, 10
899, 10
900, 10
906, 10
907, 10
917, 10
919, 10
922, 10
927, 10
941, 10
973, 10
984, 10
995, 10
996, 10
997, 10
